source,stress_score,academic_workload_score,study_time_score,sleep_hours_score,stress_trend,workload_trend,study_trend,sleep_trend,mfbi_score,burnout_risk_level,next_week_number
synthetic_balance,22.44,7.96,6.82,65.65,3.071,-0.392,-0.5685,15.1987,0.6437,High,3.0
synthetic,36.21,3.16,1.83,56.79,0.13,1.2,0.25,-5.07,0.4854,Moderate,
synthetic,38.63,5.3,2.81,99.36,1.06,0.4,-0.34,-12.28,0.6808,Moderate,
real,18.0,5.0,15.25,45.0,0.0,0.0,0.0,0.0,0.5025,Low,2.0
synthetic,5.42,0.12,7.45,95.85,-0.73,0.58,2.37,0.81,0.4318,Moderate,
synthetic_balance,25.24,6.77,7.66,91.4,-1.9857,0.2651,-0.0735,13.34,0.712,High,2.0
synthetic,20.91,9.81,8.22,85.12,5.08,-0.31,-0.7,-12.94,0.76,High,
synthetic,34.88,5.56,7.24,11.95,-3.3,-0.11,0.15,12.89,0.5378,Moderate,
synthetic_balance,33.48,9.17,12.4,79.73,0.3097,0.4366,0.8754,-5.8115,0.8678,High,2.0
real,7.0,2.5,12.75,25.0,0.0,0.0,0.0,0.0,0.2963,Low,4.0
real,12.0,3.13,4.38,30.0,0.0,0.0,0.0,0.0,0.2721,High,4.0
real,11.0,1.88,7.5,30.0,0.0,0.0,0.0,0.0,0.2658,High,4.0
synthetic_balance,13.34,9.83,11.07,66.21,3.151,0.4515,-0.2708,-6.9411,0.6946,High,3.0
synthetic,12.95,7.62,8.15,52.23,0.69,-1.56,0.51,2.22,0.5719,Moderate,
real,23.0,7.5,18.38,60.0,0.0,0.0,0.0,0.0,0.6651,High,2.0
synthetic_balance,38.39,8.1,5.83,69.27,-0.0856,-1.5043,-0.7127,-1.0934,0.768,High,3.0
synthetic,27.19,9.14,10.38,88.45,-1.53,0.09,0.97,20.16,0.8357,High,
synthetic_balance,35.68,3.8,10.39,50.42,2.4969,0.3765,1.5261,-2.065,0.6501,High,3.0
real,30.0,7.5,21.5,75.0,9.0,1.87,5.619999999999999,15.0,0.7775,High,3.0
real,29.0,7.5,15.88,85.0,0.0,0.0,0.0,0.0,0.7401,High,4.0
synthetic_balance,9.0,6.48,6.0,5.14,1.5023,-0.0747,0.03,-6.7156,0.3646,Low,2.0
synthetic_balance,5.93,0.97,3.9,42.64,-2.593,1.193,0.3883,10.9451,0.2307,Low,2.0
synthetic,14.31,9.09,8.85,7.53,1.25,-1.44,-1.25,2.82,0.5198,Moderate,
real,17.0,5.63,6.88,65.0,0.0,0.0,0.0,0.0,0.4783,High,2.0
synthetic,4.05,0.7,3.99,4.12,-0.24,-0.77,0.91,3.21,0.1363,Low,
synthetic,4.01,4.02,4.81,79.22,1.15,-0.69,1.61,11.94,0.4238,Moderate,
synthetic,29.43,4.14,6.95,9.21,2.9,0.49,0.23,7.32,0.4552,Moderate,
synthetic,18.5,2.11,6.68,33.16,-4.34,-0.78,-0.77,2.58,0.3905,Low,
synthetic_balance,34.03,6.18,6.86,81.48,-1.1665,0.2085,0.8052,7.6255,0.6956,High,2.0
real,31.0,6.88,25.0,75.0,8.0,1.25,9.75,30.0,0.8033,Moderate,3.0
real,29.0,8.75,15.25,75.0,12.0,3.75,5.25,20.0,0.74,Low,3.0
synthetic_balance,11.3,6.82,3.7,8.6,-1.9409,0.8757,-1.5314,-11.0105,0.3543,Low,2.0
synthetic,25.85,2.3,9.99,94.28,-1.22,0.96,-0.59,-11.07,0.663,Moderate,
synthetic,27.52,4.05,4.88,31.28,-3.15,-0.14,-0.15,-13.69,0.4531,Moderate,
real,20.0,3.13,13.13,60.0,0.0,0.0,0.0,0.0,0.4846,High,4.0
synthetic_balance,5.18,2.17,10.19,8.88,-1.0924,0.4704,-0.6555,8.9857,0.2814,Low,3.0
synthetic_balance,19.93,7.65,12.2,77.05,-1.9873,-0.1016,0.2764,-11.6058,0.7697,High,3.0
synthetic,19.6,6.29,8.28,90.16,0.54,0.65,-0.59,5.22,0.6776,High,
synthetic_balance,35.31,6.18,6.23,83.3,-1.3649,-0.0672,0.9923,6.1166,0.6825,High,3.0
synthetic_balance,11.84,4.11,4.11,34.1,-3.3119,-0.1268,0.1874,-2.7548,0.3459,Low,3.0
synthetic_balance,12.79,0.02,0.97,51.16,0.1271,0.3622,0.2342,-8.9282,0.229,Low,2.0
synthetic_balance,16.25,0.52,4.1,69.92,-5.82,1.3587,0.3443,1.9679,0.373,Low,2.0
synthetic,10.98,9.8,4.15,75.93,-6.09,-1.24,-0.98,-2.87,0.5898,Moderate,
synthetic,18.4,8.98,11.08,51.07,0.44,-0.59,0.14,-5.71,0.698,Moderate,
synthetic_balance,35.47,5.61,12.17,73.09,-3.3747,-0.0124,-0.1084,-11.1565,0.7673,High,2.0
synthetic_balance,8.32,6.98,5.19,4.2,1.4181,-0.3213,-0.0223,-8.0011,0.3719,Low,2.0
real,24.0,4.38,7.5,40.0,0.0,0.0,0.0,0.0,0.4345,Moderate,2.0
synthetic,8.13,3.83,10.07,66.43,-0.94,-0.16,-0.61,-4.94,0.5224,Moderate,
synthetic_balance,24.02,6.97,16.0,51.99,1.5771,-0.2711,-0.2264,1.1031,0.6781,High,2.0
synthetic,21.34,2.79,7.98,20.89,-0.4,0.03,-0.0,-7.55,0.4216,Low,
synthetic_balance,17.82,2.63,6.55,33.73,-4.5203,-0.8164,-0.8437,2.1359,0.3964,Low,2.0
synthetic_balance,30.05,10.0,7.26,71.7,-1.9983,-0.8543,0.0816,-0.6623,0.7815,High,2.0
real,30.0,7.5,21.88,70.0,0.0,0.0,0.0,0.0,0.7688,Low,4.0
synthetic_balance,12.69,3.76,3.39,34.4,-2.5376,0.0041,0.3553,-4.7183,0.3352,Low,2.0
real,32.0,8.13,21.88,85.0,22.0,5.000000000000001,11.88,55.0,0.8346,Moderate,3.0
real,8.0,2.5,1.25,25.0,-4.0,0.0,-3.13,10.0,0.1875,High,4.0
synthetic,2.68,3.16,2.2,80.33,-0.42,0.7,1.2,13.07,0.3423,Moderate,
synthetic_balance,20.55,6.3,8.67,88.8,0.3276,0.6578,-0.5723,5.242,0.6715,High,2.0
real,30.0,6.25,18.75,80.0,12.0,2.5,6.619999999999999,30.0,0.7313,High,3.0
synthetic,37.45,9.61,2.16,92.64,-1.05,0.5,-1.45,-2.52,0.7511,High,
real,21.0,6.25,10.0,50.0,0.0,0.0,0.0,0.0,0.5125,Low,4.0
synthetic,3.62,7.64,10.6,48.43,-1.99,0.21,0.89,-8.42,0.5556,Moderate,
real,10.0,2.5,7.5,30.0,0.0,0.0,0.0,0.0,0.275,High,4.0
synthetic,20.84,4.75,1.14,90.11,1.88,1.69,-1.12,6.03,0.4983,Moderate,
synthetic,33.48,8.62,11.47,10.13,1.3,-0.02,0.27,7.23,0.689,High,
synthetic,8.67,2.91,7.61,71.59,-2.42,1.36,0.5,7.22,0.4645,Moderate,
synthetic,35.41,8.51,6.42,35.95,-3.87,0.81,0.05,7.93,0.6577,High,
real,20.0,4.38,10.0,45.0,0.0,0.0,0.0,0.0,0.447,Low,4.0
synthetic,14.45,0.14,1.73,31.58,1.65,0.4,0.13,-2.39,0.2089,Low,
synthetic,9.05,7.04,5.4,2.26,1.4,-0.24,0.0,-7.34,0.3506,Low,
real,32.0,6.25,21.5,75.0,9.0,0.6200000000000001,11.5,35.0,0.7588,Moderate,4.0
synthetic,18.12,2.07,5.06,64.82,-0.21,-0.8,0.6,10.71,0.4325,Moderate,
synthetic,22.24,9.28,10.72,97.46,3.19,0.49,0.24,5.29,0.8378,High,
synthetic_balance,21.79,8.18,7.48,60.53,3.0603,-0.1722,-0.3298,15.2078,0.6376,High,2.0
synthetic,30.35,7.82,1.57,12.99,-3.07,0.66,0.18,10.72,0.4505,Moderate,
synthetic,30.56,4.49,9.3,78.55,2.76,-0.17,-0.66,5.06,0.6933,High,
synthetic_balance,10.91,4.24,3.42,31.04,-2.4051,0.0024,0.3472,-3.9402,0.3164,Low,2.0
synthetic,36.12,5.37,2.67,59.85,-1.15,2.21,0.35,-6.94,0.5654,Moderate,
synthetic,9.52,1.75,4.05,83.13,0.73,-0.23,-1.32,10.65,0.3954,Low,
synthetic,16.89,7.97,9.41,41.28,0.29,-2.67,0.1,-9.7,0.6041,Moderate,
synthetic,33.84,6.29,9.86,3.98,1.17,-1.33,1.19,3.44,0.584,Moderate,
synthetic,22.09,4.75,3.37,43.01,3.16,0.61,-0.09,-12.63,0.4345,Moderate,
real,29.0,8.13,21.5,75.0,0.0,0.6300000000000008,8.75,5.0,0.787,Moderate,3.0
synthetic,2.1,6.87,1.89,97.85,0.64,-0.58,0.44,-14.68,0.4689,Moderate,
synthetic_balance,1.23,4.62,1.59,68.79,2.3911,0.0897,0.2518,2.4565,0.337,Low,2.0
synthetic_balance,36.43,4.77,11.69,96.48,-3.5404,1.3641,0.1209,4.0456,0.825,High,3.0
synthetic,28.16,2.63,7.48,90.12,5.38,-1.19,-0.42,-2.02,0.6229,Moderate,
real,13.0,2.5,7.5,20.0,0.0,0.0,0.0,0.0,0.2688,High,4.0
synthetic_balance,6.86,1.45,11.45,31.35,-5.6466,-1.8301,4.5578,1.9316,0.3113,Low,5.0
real,9.0,1.25,3.75,30.0,2.0,-0.6299999999999999,-2.75,-5.0,0.2,High,3.0
synthetic_balance,4.4,1.56,5.77,78.25,2.7488,-0.5462,-0.6452,-4.7907,0.391,Low,2.0
synthetic_balance,36.1,1.37,11.16,100.0,-3.699,0.9268,-1.3986,-7.6562,0.7322,High,3.0
synthetic_balance,34.74,5.97,9.88,71.6,-0.8098,0.2604,1.6539,-12.0722,0.7283,High,2.0
synthetic_balance,15.14,0.0,5.86,48.13,6.7027,-1.294,-0.4398,1.5845,0.3495,Low,2.0
synthetic_balance,8.33,5.59,1.08,34.06,1.64,-0.1466,-1.8213,5.4518,0.2826,Low,2.0
synthetic_balance,19.83,2.22,6.81,26.94,-4.3242,-0.7582,-0.7793,1.679,0.3886,Low,2.0
synthetic,32.2,7.31,11.87,60.02,-1.42,-1.1,1.19,4.43,0.7816,High,
synthetic,0.01,7.41,0.73,30.38,3.64,-0.26,0.31,-0.46,0.2764,Low,
real,28.0,8.75,19.0,85.0,0.0,0.0,0.0,0.0,0.7963,Moderate,2.0
synthetic_balance,35.37,6.5,3.36,94.47,0.1661,-0.357,0.7052,8.7245,0.6995,High,3.0
synthetic_balance,39.48,5.35,7.14,100.0,-0.3778,-0.4316,1.4458,5.8451,0.7684,High,3.0
synthetic,7.1,5.72,9.57,89.28,6.11,0.09,1.12,2.07,0.61,Moderate,
synthetic_balance,0.0,6.37,0.61,81.57,-0.0643,-0.6373,-0.4024,-9.6832,0.4081,Low,2.0
real,10.0,2.5,3.75,20.0,-1.0,1.25,-2.75,5.0,0.2125,Low,4.0
synthetic_balance,6.36,7.79,0.98,67.21,-2.7796,-0.6518,-0.305,1.7996,0.3981,Low,2.0
real,24.0,3.75,12.75,40.0,6.0,-1.25,2.75,-20.0,0.4712,Moderate,3.0
synthetic_balance,16.84,0.26,4.32,68.44,-7.5388,1.331,0.1411,0.8092,0.3641,Low,2.0
real,30.0,6.25,21.88,70.0,0.0,0.0,0.0,0.0,0.7375,Low,4.0
real,22.0,3.13,10.0,50.0,0.0,0.0,0.0,0.0,0.4408,Moderate,2.0
synthetic,22.88,3.11,2.1,21.56,0.82,0.11,-0.22,-8.19,0.3185,Low,
synthetic,18.98,3.08,6.91,90.74,6.63,-0.97,0.66,-5.83,0.5664,Moderate,
synthetic,12.87,5.81,4.46,91.29,3.47,-0.06,0.22,2.05,0.5468,Moderate,
synthetic,30.26,2.35,3.38,18.14,-0.86,-0.16,-0.89,-1.86,0.3636,Low,
real,19.0,5.0,9.63,55.0,-5.0,0.6200000000000001,2.130000000000001,15.0,0.4776,High,3.0
real,8.0,1.88,1.25,35.0,-27.0,-5.62,-23.75,-50.0,0.197,High,4.0
real,18.0,6.25,9.63,40.0,0.0,0.0,0.0,0.0,0.4651,Low,4.0
synthetic_balance,34.73,4.38,9.25,79.23,-1.3571,-0.9546,-0.0418,0.7645,0.7355,High,2.0
real,10.0,2.5,4.38,15.0,0.0,0.0,0.0,0.0,0.2063,Moderate,4.0
synthetic,1.17,1.21,4.8,73.3,-5.3,-0.92,0.59,7.75,0.3207,Low,
synthetic,3.41,4.12,2.09,70.18,2.36,0.12,0.29,2.72,0.3433,Low,
synthetic_balance,31.88,8.51,12.14,73.79,1.2541,0.4045,1.1145,-5.23,0.8744,High,2.0
real,10.0,3.13,10.0,15.0,-23.0,-3.12,-5.25,-65.0,0.2783,Low,4.0
synthetic_balance,22.9,9.33,10.86,95.22,2.6865,0.4372,0.2236,4.2039,0.8454,High,2.0
synthetic,9.18,9.01,6.2,19.89,3.58,1.8,0.48,2.08,0.4615,Moderate,
real,34.0,7.5,21.5,60.0,24.0,5.62,20.25,30.0,0.765,High,3.0
real,17.0,3.75,12.75,40.0,0.0,0.0,0.0,0.0,0.4275,Low,2.0
real,11.0,1.25,1.25,25.0,0.0,0.0,0.0,0.0,0.175,Moderate,4.0
synthetic,21.77,0.16,6.03,94.71,-2.21,0.32,0.16,-19.39,0.5022,Moderate,
real,23.0,5.63,15.88,50.0,-8.0,-1.25,-2.4999999999999982,-10.0,0.5683,High,4.0
synthetic,37.1,8.98,8.63,30.23,3.32,0.74,-0.22,-14.12,0.7117,High,
synthetic,15.44,1.47,7.43,54.05,-2.19,-0.07,0.64,-3.83,0.4232,Moderate,
synthetic_balance,19.92,7.24,7.3,67.59,2.3823,-0.3025,-0.3533,15.3288,0.6474,High,3.0
synthetic_balance,27.37,8.61,10.73,89.76,-1.6174,-0.0096,0.8544,19.9688,0.8262,High,2.0
synthetic,22.9,6.06,4.02,81.05,2.01,-1.33,0.51,-5.49,0.5809,Moderate,
real,29.0,6.88,18.75,70.0,8.0,1.88,3.5,30.0,0.7157,Moderate,4.0
synthetic_balance,11.48,7.41,2.72,0.17,-3.2099,-0.5051,-0.5374,14.0444,0.3517,Low,2.0
synthetic_balance,38.17,7.21,7.48,76.89,-4.7398,0.0986,0.6732,-15.4381,0.7583,High,3.0
synthetic_balance,37.39,6.42,3.21,94.26,-0.1858,-0.2194,0.7399,9.3759,0.6887,High,2.0
real,23.0,8.13,21.88,70.0,11.0,6.250000000000001,17.5,45.0,0.7408,Low,4.0
synthetic_balance,37.84,8.87,5.92,74.24,-0.4409,-1.3161,-0.4618,-1.538,0.7763,High,2.0
real,9.0,1.88,12.75,15.0,-3.0,-1.25,5.25,-25.0,0.2683,High,3.0
real,7.0,2.5,3.75,20.0,-17.0,-2.5,-3.13,-50.0,0.1937,Moderate,4.0
synthetic,24.79,8.68,1.99,82.71,2.16,0.59,-1.04,5.3,0.6202,Moderate,
real,18.0,5.63,6.88,50.0,0.0,0.0,0.0,0.0,0.447,Low,2.0
synthetic,15.76,8.44,8.61,57.94,1.17,0.33,0.4,-6.12,0.6338,Moderate,
real,14.0,1.88,7.5,35.0,0.0,0.0,0.0,0.0,0.297,High,4.0
real,33.0,8.13,21.88,80.0,12.0,2.500000000000001,9.749999999999998,25.0,0.8283,High,3.0
real,29.0,9.38,19.0,60.0,0.0,0.0,0.0,0.0,0.7558,Moderate,4.0
real,19.0,4.38,15.25,70.0,0.0,0.0,0.0,0.0,0.5558,High,4.0
real,8.0,1.25,12.75,30.0,-5.0,-1.88,5.25,0.0,0.2838,Low,4.0
synthetic,17.11,8.08,3.42,72.8,-2.55,1.39,-1.28,4.97,0.5622,Moderate,
synthetic,22.19,2.25,6.3,89.44,-1.78,-0.58,0.91,-9.27,0.55,Moderate,
synthetic,2.31,2.59,8.48,92.27,1.82,-0.41,-1.9,0.9,0.4865,Moderate,
real,29.0,7.5,21.5,70.0,8.0,3.12,8.37,25.0,0.7588,Low,4.0
synthetic_balance,9.0,5.79,1.41,27.95,1.6865,-0.0228,-1.8231,6.4504,0.2996,Low,2.0
real,21.0,5.0,15.25,40.0,-9.0,-2.5,-0.6300000000000008,-25.0,0.5087,High,3.0
synthetic_balance,39.46,4.95,7.27,96.16,-0.8108,-0.2313,1.4852,5.5532,0.7573,High,2.0
synthetic_balance,26.39,5.27,0.96,26.39,0.7319,0.0683,-0.1496,-2.3378,0.3917,Low,3.0
synthetic_balance,10.85,7.61,0.74,17.44,-3.3248,-0.0843,1.2263,3.2425,0.3235,Low,2.0
real,8.0,1.88,6.88,25.0,0.0,0.0,0.0,0.0,0.2283,High,4.0
synthetic,9.67,2.35,9.77,31.37,-1.11,-0.17,-1.46,-4.59,0.4012,Low,
real,12.0,1.88,6.88,30.0,-15.0,-5.0,-18.12,-45.0,0.2658,Moderate,3.0
real,34.0,8.13,25.0,65.0,0.0,0.0,0.0,0.0,0.8283,High,4.0
synthetic,5.07,9.3,4.35,9.64,-1.62,-0.64,0.67,8.75,0.3789,Low,
synthetic,28.62,7.27,1.46,9.63,-0.83,0.03,0.29,11.81,0.415,Moderate,
real,17.0,5.63,10.0,45.0,7.0,2.5,2.5,25.0,0.4595,High,4.0
real,5.0,1.25,12.75,15.0,-16.0,-3.75,2.75,-55.0,0.2275,Low,4.0
synthetic,10.47,4.75,11.06,58.58,0.55,-0.57,-0.58,-1.06,0.561,Moderate,
synthetic,17.92,5.62,10.75,1.36,-4.82,-0.31,0.72,-5.82,0.48,Moderate,
synthetic_balance,36.74,9.33,3.83,66.04,0.7675,0.124,-0.4042,-12.3131,0.7058,High,2.0
real,12.0,5.0,1.25,10.0,-16.0,-0.6299999999999999,-17.13,-60.0,0.2375,Moderate,4.0
synthetic_balance,35.73,9.51,2.45,92.45,-1.1074,0.4982,-1.3775,-4.2581,0.7414,High,2.0
real,6.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.2125,Moderate,2.0
real,18.0,6.25,10.0,55.0,0.0,0.0,0.0,0.0,0.5063,Low,2.0
synthetic,6.96,0.4,6.18,27.26,0.31,0.89,0.62,3.87,0.2504,Low,
real,35.0,7.5,21.88,85.0,24.0,6.25,14.38,70.0,0.8376,Moderate,4.0
real,29.0,7.5,12.75,70.0,0.0,0.0,0.0,0.0,0.6713,High,2.0
real,14.0,2.5,6.88,35.0,-7.0,-2.5,-9.0,-25.0,0.3063,Moderate,4.0
synthetic,22.72,8.2,9.9,1.14,0.16,0.77,1.39,-22.47,0.556,Moderate,
synthetic_balance,19.92,6.19,8.47,87.83,0.8126,0.7106,-0.6758,5.9221,0.6662,High,3.0
synthetic,29.67,7.3,0.65,88.15,-1.46,0.16,1.53,2.78,0.6018,Moderate,
real,7.0,2.5,9.63,25.0,0.0,0.0,0.0,0.0,0.2651,Moderate,4.0
synthetic_balance,8.51,3.82,2.1,17.89,-2.0974,-0.3493,-0.6528,3.4004,0.2366,Low,2.0
real,21.0,4.38,9.63,65.0,0.0,0.0,0.0,0.0,0.4996,Low,4.0
synthetic,27.7,8.11,5.0,9.66,-5.38,0.06,-0.03,-4.5,0.504,Moderate,
synthetic_balance,20.53,8.46,11.0,74.3,-1.6605,-0.2157,-0.0586,-8.8669,0.7743,High,2.0
real,20.0,5.63,10.0,50.0,0.0,0.0,0.0,0.0,0.4908,High,2.0
synthetic_balance,21.8,10.0,7.62,82.45,4.9843,-0.1908,-0.7652,-13.4438,0.7573,High,2.0
synthetic_balance,25.77,6.45,9.15,66.48,0.8983,0.1181,1.5255,3.733,0.6838,High,3.0
synthetic,19.34,8.53,1.93,58.47,-3.21,0.04,0.55,7.41,0.5205,Moderate,
synthetic_balance,36.43,3.26,7.71,92.22,1.2522,0.921,0.165,-1.597,0.6865,High,2.0
real,29.0,7.5,18.38,65.0,0.0,0.0,0.0,0.0,0.7151,Low,2.0
real,33.0,8.75,21.5,70.0,0.0,0.0,0.0,0.0,0.815,Moderate,2.0
synthetic,9.51,1.39,9.35,55.04,-0.44,-0.35,-0.29,-6.25,0.4265,Low,
synthetic,15.48,3.34,7.44,99.66,-3.44,-0.23,0.51,1.35,0.5845,Moderate,
synthetic,9.74,0.08,4.82,86.73,-3.96,-0.76,-1.22,14.51,0.3803,Low,
real,8.0,1.88,12.75,30.0,-7.0,-3.12,3.119999999999999,-35.0,0.2995,High,3.0
real,22.0,5.0,12.13,45.0,0.0,0.0,0.0,0.0,0.4963,Moderate,4.0
synthetic,28.64,2.47,8.44,62.66,-1.26,0.49,-0.57,5.37,0.5731,Moderate,
synthetic_balance,3.39,5.01,6.33,13.96,-4.8414,0.6136,0.962,-2.0438,0.309,Low,2.0
synthetic_balance,37.4,8.93,6.34,32.2,-3.8021,0.9625,0.1135,8.5085,0.6591,High,2.0
real,26.0,5.63,13.13,65.0,0.0,0.0,0.0,0.0,0.5971,Moderate,4.0
synthetic,23.52,2.89,3.63,9.23,-1.04,0.08,-1.13,-0.25,0.3179,Low,
synthetic_balance,12.15,8.78,11.64,61.67,2.7977,0.1905,-0.2468,-5.7515,0.7017,High,2.0
synthetic_balance,15.34,0.0,4.26,55.43,6.3868,-1.0511,-0.2245,2.1401,0.3253,Low,2.0
real,8.0,1.88,1.25,30.0,0.0,0.0,0.0,0.0,0.1845,High,2.0
real,27.0,7.5,18.38,65.0,-7.0,0.0,-3.120000000000001,5.0,0.7026,High,4.0
synthetic_balance,27.99,7.47,16.0,79.03,-0.2632,-0.0691,-0.0399,-0.965,0.7572,Low,4.0
synthetic_balance,8.68,10.0,9.99,77.28,-7.0931,0.9576,-1.008,7.0482,0.7172,High,3.0
synthetic_balance,11.58,4.63,3.54,30.94,-2.4864,0.0826,0.5536,-1.7816,0.353,Low,4.0
synthetic_balance,13.4,0.48,10.77,25.68,-2.5183,1.2402,0.1354,8.2833,0.368,Low,3.0
synthetic,11.7,1.69,8.25,49.26,1.45,-1.21,1.36,-3.19,0.4104,Moderate,
synthetic,18.98,1.52,7.58,0.55,0.83,-0.16,0.74,-5.94,0.3158,Low,
synthetic,17.56,0.1,7.7,68.18,3.73,0.31,1.59,-3.32,0.4432,Moderate,
synthetic,20.24,5.65,6.39,97.22,-5.27,1.35,-0.37,-4.77,0.6439,Moderate,
real,27.0,6.88,15.88,95.0,0.0,0.0,0.0,0.0,0.7371,High,2.0
synthetic_balance,26.47,5.87,9.64,67.25,1.0735,-0.0513,1.8221,3.6637,0.6933,High,2.0
synthetic_balance,19.32,1.65,7.38,21.96,3.8162,-0.486,0.5544,3.0013,0.3744,Low,2.0
real,21.0,7.5,15.88,50.0,8.0,5.62,9.38,30.0,0.6025,Low,4.0
synthetic,20.15,3.18,1.78,16.45,1.45,0.23,0.44,0.4,0.2835,Low,
synthetic_balance,1.79,4.22,2.18,75.3,2.2855,0.2687,0.2394,2.3022,0.3273,Low,2.0
synthetic,20.56,9.25,1.35,87.11,3.69,0.25,1.16,11.67,0.6055,Moderate,
real,16.0,0.63,7.5,25.0,-3.0,-4.37,-2.5,-45.0,0.2532,Low,4.0
real,31.0,6.88,18.38,60.0,21.0,4.38,11.88,30.0,0.6996,Moderate,3.0
real,20.0,5.0,18.38,55.0,0.0,0.0,0.0,0.0,0.5713,High,4.0
synthetic,8.57,5.86,7.57,90.32,5.69,1.83,-1.35,0.93,0.5837,Moderate,
real,10.0,3.75,6.5,30.0,-19.0,-6.25,-15.0,-45.0,0.2963,Moderate,4.0
synthetic,16.76,0.52,3.93,69.7,-6.69,1.35,0.35,-0.09,0.3739,Low,
synthetic_balance,22.74,0.32,2.4,53.22,4.1493,-1.1918,-0.9369,-2.9046,0.348,Low,2.0
synthetic,15.89,8.72,11.1,34.8,-0.69,-1.22,-1.03,7.52,0.6356,Moderate,
synthetic,7.34,2.78,4.2,91.47,1.64,-0.9,0.16,10.41,0.4316,Moderate,
synthetic,12.69,0.39,10.06,26.99,-2.44,1.13,0.17,7.93,0.3662,Low,
synthetic,28.18,2.67,4.07,46.93,-3.14,0.14,1.29,-0.18,0.445,Moderate,
real,32.0,7.5,21.5,75.0,23.0,5.62,8.75,60.0,0.79,Low,4.0
synthetic,4.69,6.49,5.81,46.27,5.73,0.7,-1.45,10.66,0.4282,Moderate,
real,28.0,7.5,18.38,65.0,0.0,0.0,0.0,0.0,0.7088,High,2.0
real,13.0,2.5,1.25,25.0,0.0,0.0,0.0,0.0,0.2188,Low,2.0
real,12.0,3.75,12.75,30.0,0.0,0.0,0.0,0.0,0.3713,High,4.0
synthetic_balance,21.33,7.24,8.54,76.55,0.3363,-0.3402,0.4362,6.2736,0.6908,High,2.0
real,21.0,6.88,13.13,50.0,9.0,5.0,6.250000000000001,20.0,0.5596,Moderate,4.0
real,29.0,7.5,15.88,85.0,12.0,1.87,9.0,20.0,0.7401,Low,3.0
synthetic_balance,38.73,9.26,5.8,37.65,-0.833,0.2097,0.3188,3.3064,0.6747,High,2.0
real,21.0,6.25,15.25,50.0,1.0,-1.25,3.119999999999999,5.0,0.565,High,3.0
real,10.0,3.75,9.63,40.0,-19.0,-3.75,-6.25,-45.0,0.3526,High,4.0
real,24.0,3.75,12.13,35.0,-7.0,-4.380000000000001,-9.749999999999998,-25.0,0.4526,High,3.0
synthetic_balance,22.17,7.19,8.29,75.33,0.0736,-0.22,0.6208,7.5296,0.6866,High,2.0
synthetic_balance,10.1,5.8,1.58,30.34,1.3137,0.0806,-1.9748,4.4542,0.3045,Low,3.0
synthetic,30.23,4.71,6.84,23.26,1.35,-0.5,-0.47,2.26,0.5071,Moderate,
real,29.0,6.25,18.75,80.0,20.0,3.12,12.25,55.0,0.725,Moderate,4.0
synthetic_balance,37.07,9.4,4.15,69.04,1.0916,0.2408,-0.5063,-13.6315,0.7126,High,2.0
synthetic_balance,2.22,5.27,5.68,0.0,-0.3901,0.51,-1.0021,-10.9202,0.2628,Low,3.0
synthetic_balance,22.45,2.56,2.34,12.91,-1.6753,-0.2666,-0.5644,-0.5096,0.2628,Low,3.0
real,21.0,5.63,15.88,45.0,0.0,0.0,0.0,0.0,0.5433,High,4.0
real,24.0,6.25,15.25,55.0,0.0,0.0,0.0,0.0,0.5962,Moderate,4.0
real,24.0,5.63,18.38,50.0,-6.0,0.6299999999999999,-3.5,-25.0,0.5995,High,3.0
real,36.0,7.5,15.25,75.0,0.0,0.0,0.0,0.0,0.7525,High,4.0
real,33.0,7.5,15.88,70.0,0.0,0.0,0.0,0.0,0.7275,High,4.0
synthetic,19.02,0.2,0.99,62.23,2.91,-2.64,-0.33,6.46,0.3001,Low,
synthetic_balance,36.39,5.15,9.92,93.28,6.035,-0.5095,-1.0466,0.6237,0.7821,High,2.0
real,27.0,7.5,15.25,75.0,0.0,0.0,0.0,0.0,0.6963,Low,2.0
synthetic_balance,34.19,8.95,6.14,30.46,-4.0557,0.8855,-0.0672,6.2608,0.6383,High,2.0
synthetic_balance,11.02,6.94,1.82,40.21,-5.5932,0.5771,-0.5876,3.7097,0.3717,Low,2.0
synthetic,32.8,2.6,6.66,65.34,-1.76,0.34,0.38,11.2,0.572,Moderate,
real,16.0,5.63,15.25,50.0,-10.0,-3.750000000000001,5.25,-30.0,0.5183,Low,3.0
real,11.0,1.25,6.5,30.0,0.0,0.0,0.0,0.0,0.24,Low,4.0
real,29.0,8.75,25.0,75.0,0.0,0.0,0.0,0.0,0.8375,Moderate,4.0
synthetic_balance,37.12,8.22,6.35,23.36,1.1723,0.0009,1.3817,1.7456,0.6565,High,2.0
real,21.0,5.0,15.88,60.0,-9.0,-0.6299999999999999,-2.869999999999999,-35.0,0.565,Low,3.0
synthetic,38.73,5.72,8.69,83.5,-4.16,0.06,-0.27,2.12,0.7747,High,
real,10.0,2.5,4.38,25.0,-10.0,-3.75,-10.87,-10.0,0.2313,Low,4.0
synthetic,35.0,1.18,9.8,81.28,3.35,-0.11,-0.18,-2.11,0.6555,Moderate,
real,29.0,8.75,15.25,75.0,-3.0,1.87,-6.629999999999999,10.0,0.74,Low,4.0
